ChEMBLID,Name,Synonyms,Type,Max Phase,Molecular Weight,Targets,Bioactivities,AlogP,Polar Surface Area,HBA,HBD,#RO5 Violations,#Rotatable Bonds,Passes Ro3,QED Weighted,CX Acidic pKa,CX Basic pKa,CX LogP,CX LogD,Aromatic Rings,Structure Type,Inorganic Flag,Heavy Atoms,HBA (Lipinski),HBD (Lipinski),#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Molecular Species,Molecular Formula,Smiles,Inchi Key
CHEMBL220492,TOPIRAMATE,(-)-TOPIRAMATE|EPITOMA|EPITOMAX|MCN-4853|QUDEXY|QUDEXY XR|RWJ-17021|RWJ-17021-000|SINCRONIL|TOPAMAC|TOPAMAX SPRINKLE|TOPIMAX|TOPINA|TOPIRAMATE|TOPOMAX|TROKENDI XR|Topamax|USL-255|USL255,Small molecule,4,339.37,67,657,-0.4,115.54,8,1,0,3,N,0.74,11.09,None,0.13,0.13,0,MOL,0,22,9,2,0,339.0988,NEUTRAL,C12H21NO8S,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,KJADKKWYZYXHBB-XBWDGYHZSA-N
CHEMBL2104149,BEZITRAMIDE,BEZITRAMIDE|BURGODIN|IDS-NB-007|N02AC05|R 4845|R-4845,Small molecule,0,492.62,,,5.39,71.03,6,0,1,7,N,0.35,None,8.32,4.79,3.83,4,MOL,0,37,6,0,1,492.2525,NEUTRAL,C31H32N4O2,CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21,FLKWNFFCSSJANB-UHFFFAOYSA-N
CHEMBL1505,ALMOTRIPTAN,ALMOTRIPTAN|Almotriptan|LAS 31416|LAS-31416|NSC-760092,Small molecule,4,335.47,10,48,2.2,56.41,3,1,0,6,N,0.88,None,9.55,1.52,-0.61,2,MOL,0,23,5,1,0,335.1667,BASE,C17H25N3O2S,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,WKEMJKQOLOHJLZ-UHFFFAOYSA-N
CHEMBL71752,VINPOCETINE,"APOVINCAMINIC ACID ETHYL ESTER|AY-27,255|AY-27255|BRAVINTON|CAVINTON|CERACTIN|ETHYL APOVINCAMIN-22-OATE|NSC-760093|RGH 4405|TCV 3B|ULTRA-VINCA|VINPOCETINE|VINPORAL",Small molecule,4,350.46,52,130,4.15,34.47,4,0,0,3,N,0.78,None,6.88,4.07,3.95,2,MOL,0,26,4,0,0,350.1994,NEUTRAL,C22H26N2O2,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,DDNCQMVWWZOMLN-IRLDBZIGSA-N
CHEMBL2104700,MOPERONE,METHYLPERIDOL|MOPERONE|MOPERONE HYDROCHLORIDE|R 1658,Small molecule,0,355.45,2,9,4.08,40.54,3,1,0,6,N,0.79,None,8.17,3.57,2.73,2,MOL,0,26,3,1,0,355.1948,NEUTRAL,C22H26FNO2,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,AGAHNABIDCTLHW-UHFFFAOYSA-N
CHEMBL637,VENLAFAXINE,ALVENTA XL|AMPHERO XL|BONILUX XL|DEPEFEX XL|EFECTIN|EFEXOR|EFEXOR XL|Effexor|FORAVEN XL|KANGHONG|MENTAVEN XL|NSC-758676|POLITID XL|RANFAXINE XL|RODOMEL XL|SUNVENIZ XL|TARDCAPS XL|TIFAXIN XL|TONPULAR XL|TREVILOR|TRIXAT XL|VAXALIN XL|VELAFAX|VENAXX XL|VENLABLUE XL|VENLADEX XL|VENLAFAXINE|VENLALIC XL|VENLANEO XL|VENLOR|VENSIR XL|VEXARIN XL|VIEPAX|VIEPAX XL|Venlafaxine|WINFEX XL,Small molecule,4,277.41,141,973,3.04,32.7,3,1,0,5,N,0.9,None,8.91,2.74,1.22,1,MOL,0,20,3,1,0,277.2042,BASE,C17H27NO2,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,PNVNVHUZROJLTJ-UHFFFAOYSA-N
CHEMBL87708,LOFEPRAMINE,LOFEPRAMINE,Small molecule,4,418.97,43,79,5.78,23.55,3,0,1,7,N,0.45,None,6.53,6.11,6.06,3,MOL,0,30,3,0,1,418.1812,NEUTRAL,C26H27ClN2O,CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,SAPNXPWPAUFAJU-UHFFFAOYSA-N
CHEMBL85231,MEDIFOXAMINE,MEDIFOXAMINE,Small molecule,0,257.33,4,23,3.03,21.7,3,0,0,6,N,0.74,None,8.18,3.8,2.96,2,MOL,0,19,3,0,0,257.1416,NEUTRAL,C16H19NO2,CN(C)CC(Oc1ccccc1)Oc1ccccc1,QNMGHBMGNRQPNL-UHFFFAOYSA-N
CHEMBL570,TRIFLUPROMAZINE,FLUOPROMAZINE|Fluopromazine|Nivoman|TRIFLUPROMAZINE|Triflupromazine|Vesprin|Vetame,Small molecule,4,352.43,55,147,5.26,6.48,3,0,1,4,N,0.74,None,9.2,4.81,3.01,2,MOL,0,24,2,0,1,352.1221,BASE,C18H19F3N2S,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,XSCGXQMFQXDFCW-UHFFFAOYSA-N
CHEMBL284348,DALFAMPRIDINE,AMPYRA|Ampyra Extended Release|DALFAMPRIDINE|Dalfampridine|EL-970|FAMPRIDINE|FAMPRIDINE (4-AMINOPYRIDINE)|FAMPYRA|NSC-15041|Neurelan,Small molecule,4,94.12,49,119,0.66,38.91,2,1,0,0,Y,0.51,None,8.95,-0.07,-0.97,1,MOL,0,7,2,2,0,94.0531,BASE,C5H6N2,Nc1ccncc1,NUKYPUAOHBNCPY-UHFFFAOYSA-N
CHEMBL2103822,TASIMELTEON,"BMS-214,778|BMS-214778|HETLIOZ|HETLIOZ LQ|TASIMELTEON|VEC-162",Small molecule,4,245.32,3,11,2.25,38.33,2,1,0,4,N,0.88,None,None,1.98,1.98,1,MOL,0,18,3,1,0,245.1416,NEUTRAL,C15H19NO2,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,PTOIAAWZLUQTIO-GXFFZTMASA-N
CHEMBL405,AMPHETAMINE,"ADZENYS ER|ADZENYS XR-ODT|AMFETAMIN|AMFETAMINE|AMPHETAMINE|AMPHETAMINE RESIN COMPLEX|AMPHETAMINE, DL-|Amphetamine|DYANAVEL|DYANAVEL XR|NOREPHEDRANE|NSC-27159",Small molecule,4,135.21,31,98,1.58,26.02,1,1,0,2,Y,0.65,None,10.01,1.8,-0.67,1,MOL,0,10,1,2,0,135.1048,BASE,C9H13N,CC(N)Cc1ccccc1,KWTSXDURSIMDCE-UHFFFAOYSA-N
CHEMBL26,SULPIRIDE,DOLMATIL|Dogmatyl|N05AL01|NSC-757850|RD-1403|SULPIRIDE,Small molecule,4,341.43,173,2456,0.56,101.73,5,2,0,6,N,0.79,10.24,8.39,0.22,-0.7,1,MOL,0,23,7,3,0,341.1409,NEUTRAL,C15H23N3O4S,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N
CHEMBL1289110,TIANEPTINE,JNJ-39823277|S-1574|STABLON|TIANEPTINE|TPI-1062,Small molecule,3,436.96,9,31,4.19,86.71,4,2,0,8,N,0.61,4.22,7.81,1.54,1.43,2,MOL,0,29,6,2,0,436.1224,ACID,C21H25ClN2O4S,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,JICJBGPOMZQUBB-UHFFFAOYSA-N
CHEMBL13209,NITRAZEPAM,BENZALIN|Mogadon|N05CD02|NITRADOS|NITRAZEPAM|NITRAZEPAMUM|NSC-58775|REMNOS|RO 4-5360|RO 5-3059|RO-4-5360|RO-45360|RO-5-3059|RO-53059|SOMNITE|UNISOMNIA,Small molecule,4,281.27,140,644,2.38,84.6,4,1,0,2,N,0.68,11.66,2.65,2.55,2.55,2,MOL,0,21,6,1,0,281.08,NEUTRAL,C15H11N3O3,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,KJONHKAYOJNZEC-UHFFFAOYSA-N
CHEMBL2106822,NIZOFENONE,NIZOFENONE|NIZOFENONE FUMARATE,Small molecule,0,412.88,4,15,4.51,81.27,6,0,0,8,N,0.31,None,6.6,4.47,4.4,3,MOL,0,29,7,0,0,412.1302,NEUTRAL,C21H21ClN4O3,CCN(CC)Cc1nccn1-c1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1Cl,WZGBZLHGOVJDET-UHFFFAOYSA-N
CHEMBL24441,BETAHISTINE,BETAHISTINE,Small molecule,4,136.2,110,485,0.84,24.92,2,1,0,3,Y,0.67,None,9.77,0.63,-1.68,1,MOL,0,10,2,1,0,136.1,BASE,C8H12N2,CNCCc1ccccn1,UUQMNUMQCIQDMZ-UHFFFAOYSA-N
CHEMBL1200472,QUAZEPAM,Doral|NSC-309702|QUAZEPAM|QUAZEPAM CIV|SCH 16134|SCH-16134,Small molecule,4,386.8,6,41,5.03,15.6,2,0,1,2,N,0.53,None,2.59,5.06,5.06,2,MOL,0,25,2,0,1,386.0268,NEUTRAL,C17H11ClF4N2S,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,IKMPWMZBZSAONZ-UHFFFAOYSA-N
CHEMBL72,DESIPRAMINE,"DESIPRAMINE|Desipramine|IMIPRAMINE, DEMETHYL-|MONODEMETHYLIMIPRAMINE|N-DESMETHYLIMIPRAMINE|NORIMIPRAMINE",Small molecule,4,266.39,186,799,3.53,15.27,2,1,0,4,N,0.85,None,10.02,3.9,1.37,2,MOL,0,20,2,1,0,266.1783,BASE,C18H22N2,CNCCCN1c2ccccc2CCc2ccccc21,HCYAFALTSJYZDH-UHFFFAOYSA-N
CHEMBL28218,BROMPERIDOL,"BROMPERIDOL|IMPROMEN|NSC-759275|R 11,333|R-11333",Small molecule,4,420.32,18,193,4.53,40.54,3,1,0,6,N,0.7,13.97,8.07,3.83,3.07,2,MOL,0,26,3,1,0,419.0896,NEUTRAL,C21H23BrFNO2,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,RKLNONIVDFXQRX-UHFFFAOYSA-N
CHEMBL1237044,TRAMADOL,AMANDA|CG-315E|E-265|ETS-6103|ETS6103|TRAMADOL|Tramadol|U-26255A|Ultracet|Ultram,Small molecule,4,263.38,125,802,2.63,32.7,3,1,0,4,N,0.91,13.8,9.23,2.45,0.62,1,MOL,0,19,3,1,0,263.1885,BASE,C16H25NO2,COc1cccc(C2(O)CCCCC2CN(C)C)c1,TVYLLZQTGLZFBW-UHFFFAOYSA-N
CHEMBL2104356,KETAZOLAM,"ANSEREN|ANSIETEN|ANXON|CONTAMEX|KETAZOLAM|LOFTRAN|NSC-338158|U-28,774|U-28774|UNAKALM",Small molecule,4,368.82,,,3.28,49.85,3,0,0,1,N,0.78,None,None,3.01,3.01,2,MOL,0,26,5,0,0,368.0928,NEUTRAL,C20H17ClN2O3,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,PWAJCNITSBZRBL-UHFFFAOYSA-N
CHEMBL58792,FLUANISONE,FLUANISONE|MD 2028|MD-2028|NSC-170977|R 2028|R 2167|R-2028|R-2167,Small molecule,0,356.44,19,92,3.62,32.78,4,0,0,7,N,0.71,None,7.18,3.67,3.47,2,MOL,0,26,4,0,0,356.19,NEUTRAL,C21H25FN2O2,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,IRYFCWPNDIUQOW-UHFFFAOYSA-N
CHEMBL25,ASPIRIN,"8-HOUR BAYER|ACETYL SALICYLATE|ACETYLSALIC ACID|ACETYLSALICYLIC ACID|ACETYLSALICYLIC ACID (WHO-IP)|ACETYLSALICYLICUM ACIDUM|ACIDUM ACETYLSALICYLICUM|ALKA RAPID|ANADIN ALL NIGHT|ANGETTES 75|ASPIRIN|ASPRO CLR|Acetosalic Acid|Acetylsalicylic Acid|Aspirin|BAY1019036|BAYER EXTRA STRENGTH ASPIRIN FOR MIGRAINE PAIN|BENZOIC ACID, 2-(ACETYLOXY)-|DANAMEP|DISPRIN CV|DISPRIN DIRECT|DURLAZA|ENPRIN|Ecotrin|Equi-Prin|GENCARDIA|LEVIUS|MAX STRGH ASPRO CLR|MEASURIN|MICROPIRIN EC|NSC-27223|NSC-406186|NU-SEALS 300|NU-SEALS 600|NU-SEALS 75|NU-SEALS CARDIO 75|PAYNOCIL|PLATET|PLATET 300|POSTMI 300|POSTMI 75|Salicylic Acid Acetate|VAZALORE",Small molecule,4,180.16,305,3843,1.31,63.6,3,1,0,2,N,0.55,3.41,None,1.24,-2.16,1,MOL,0,13,4,1,0,180.0423,ACID,C9H8O4,CC(=O)Oc1ccccc1C(=O)O,BSYNRYMUTXBXSQ-UHFFFAOYSA-N
CHEMBL531,PERGOLIDE,PERGOLIDE|Pergolide,Small molecule,4,314.5,132,782,4.27,19.03,2,1,0,4,N,0.91,None,9.49,4.23,2.15,2,MOL,0,22,2,1,0,314.1817,BASE,C19H26N2S,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,YEHCICAEULNIGD-MZMPZRCHSA-N
CHEMBL1094,FELBAMATE,ADD-03055|FELBAMATE|Felbatol|NSC-759866|TALOXA|W-554,Small molecule,4,238.24,33,235,0.96,104.64,4,2,0,5,N,0.8,None,None,0.68,0.68,1,MOL,0,17,6,4,0,238.0954,NEUTRAL,C11H14N2O4,NC(=O)OCC(COC(N)=O)c1ccccc1,WKGXYQFOCVYPAC-UHFFFAOYSA-N
CHEMBL814,FLUVOXAMINE,FLUVOXAMINE|Fluvoxamine|N06AB08,Small molecule,4,318.34,48,163,3.2,56.84,4,1,0,9,N,0.43,None,8.86,2.8,1.33,1,MOL,0,22,4,2,0,318.1555,BASE,C15H21F3N2O2,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,CJOFXWAVKWHTFT-XSFVSMFZSA-N
CHEMBL797,PHENSUXIMIDE,1-METHYL-3-PHENYLSUCCINIMIDE|EPIMID|LIFENE|MILONTON|MIRONTIN|Milontin|NSC-760079|PHENSUXIMID|PHENSUXIMIDE|PM-334|Phensuximide|RACEMIC PHENSUXIMIDE|SUCCITIMAL,Small molecule,4,189.21,11,29,1.16,37.38,2,0,0,1,Y,0.62,None,None,0.91,0.91,1,MOL,0,14,3,0,0,189.079,NEUTRAL,C11H11NO2,CN1C(=O)CC(c2ccccc2)C1=O,WLWFNJKHKGIJNW-UHFFFAOYSA-N
CHEMBL742,KETAMINE,ANAKET V|CALYPSOL|CLORKETAM 1000|DL-KETAMINE|IMALGENE 1000|KETALAR|KETAMINE|KETASOL 100|Ketamine|NARKETAN|NSC-70151|PMI-150|TEKAM|URSOTAMIN|VETAKET,Small molecule,4,237.73,153,784,2.9,29.1,2,1,0,2,Y,0.86,None,7.16,3.35,3.15,1,MOL,0,16,2,1,0,237.092,NEUTRAL,C13H16ClNO,CNC1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-UHFFFAOYSA-N
CHEMBL1875805,ACETYLLEUCINE,"ACETYLLEUCINE|ACETYLLEUCINE, DL-|NSC-122020|NSC-758152|TANGANIL",Small molecule,0,173.21,4,5,0.62,66.4,2,2,0,4,N,0.65,4.2,None,0.49,-2.54,0,MOL,0,12,4,2,0,173.1052,ACID,C8H15NO3,CC(=O)NC(CC(C)C)C(=O)O,WXNXCEHXYPACJF-UHFFFAOYSA-N
CHEMBL972,SELEGILINE,Eldepryl|Emsam|L-SELEGILINE|SELEGILINE|Zelapar,Small molecule,4,187.29,145,885,2.18,3.24,1,0,0,4,N,0.65,None,8.67,2.85,1.55,1,MOL,0,14,1,0,0,187.1361,BASE,C13H17N,C#CCN(C)[C@H](C)Cc1ccccc1,MEZLKOACVSPNER-GFCCVEGCSA-N
CHEMBL1201192,ARMODAFINIL,"ARMODAFINIL|CEP-10952|CEP-10953|CRL-40982|MODAFINIL, (R)-|NSC-751850|NSC-758711|NUVIGIL|R-(-)-MODAFINIL",Small molecule,4,273.36,17,30,2.01,60.16,2,1,0,5,N,0.91,8.84,None,1.53,1.52,2,MOL,0,19,3,2,0,273.0823,NEUTRAL,C15H15NO2S,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-LJQANCHMSA-N
CHEMBL1095,ETHOTOIN,ACCENON|ETHOTOIN|Ethotoin|NSC-760074|Peganone,Small molecule,4,204.23,11,55,1.3,49.41,2,1,0,2,Y,0.74,11.18,None,1.07,1.07,1,MOL,0,15,4,1,0,204.0899,NEUTRAL,C11H12N2O2,CCN1C(=O)NC(c2ccccc2)C1=O,SZQIFWWUIBRPBZ-UHFFFAOYSA-N
CHEMBL448,PENTOBARBITAL,MEBUBARBITAL|MEBUMAL|NSC-28708|Nembutal|PENTOBARBITAL|PENTOBARBITAL CALCIUM|PENTOBARBITAL CII|PENTOBARBITONE|Pentobarbital,Small molecule,4,226.28,30,499,1.18,75.27,3,2,0,4,N,0.71,7.48,None,1.89,1.64,0,MOL,0,16,5,2,0,226.1317,NEUTRAL,C11H18N2O3,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,WEXRUCMBJFQVBZ-UHFFFAOYSA-N
CHEMBL41,FLUOXETINE,FLUOXETIN RATIOPHARM|FLUOXETINE|FLUVAL|Fluoxetine|NSC-283480|NSC-758685|Prozac|Sarafem|Symbyax,Small molecule,4,309.33,225,1215,4.44,21.26,2,1,0,6,N,0.85,None,9.8,4.17,1.83,2,MOL,0,22,2,1,0,309.134,BASE,C17H18F3NO,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,RTHCYVBBDHJXIQ-UHFFFAOYSA-N
CHEMBL128,SUMATRIPTAN,Imitrex|N02CC01|SUMATRIPTAN|TOSYMRA,Small molecule,4,295.41,157,1041,1.32,65.2,3,2,0,6,N,0.84,11.24,9.54,0.74,-1.24,2,MOL,0,20,5,2,0,295.1354,BASE,C14H21N3O2S,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,KQKPFRSPSRPDEB-UHFFFAOYSA-N
CHEMBL451,CHLORDIAZEPOXIDE,A-Poxide|CHLORDIAZEPOXIDE|CHLORDIAZEPOXIDE CIV|CLOPOXIDE|Chlordiazachel|Chlordiazepoxide|Clopoxide|LIBRELEASE|LIBRITABS|Librium|Lygen|SARLIB|Trakipeal|Zeisin,Small molecule,4,299.76,159,1019,2.95,50.46,3,1,0,1,Y,0.65,-2.69,7.06,0.19,1.81,2,MOL,0,21,4,1,0,299.0825,ACID,C16H14ClN3O,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,ANTSCNMPPGJYLG-UHFFFAOYSA-N
CHEMBL41355,EZOGABINE,AWD-21360|AWD21-360|D-23129|EZOGABINE|GKE-841|GW-582892X|GW582892X|POTIGA|RETIGABINE|TROBALT|WAY-143841,Small molecule,4,303.34,28,112,3.59,76.38,4,3,0,5,N,0.74,13.6,3.99,2.7,2.7,2,MOL,0,22,5,4,0,303.1383,NEUTRAL,C16H18FN3O2,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,PCOBBVZJEWWZFR-UHFFFAOYSA-N
CHEMBL488093,PYRITINOL,NSC-759229|PYRITHIOXIN|PYRITHIOXINE|PYRITHIOXINE HYDROCHLORIDE|PYRITINOL,Small molecule,3,368.48,7,29,2.57,106.7,8,4,0,7,N,0.44,9.14,6.02,0.43,0.4,2,MOL,0,24,6,4,0,368.0864,NEUTRAL,C16H20N2O4S2,Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,SIXLXDIJGIWWFU-UHFFFAOYSA-N
CHEMBL1101,BIPERIDEN,AKINETON-|Akineton|BIPERIDEN|BIPERIDENUM|Biperiden|KL 373|NSC-759145,Small molecule,4,311.47,30,78,3.96,23.47,2,1,0,5,N,0.83,13.82,9.3,3.54,1.64,1,MOL,0,23,2,1,0,311.2249,BASE,C21H29NO,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,YSXKPIUOCJLQIE-UHFFFAOYSA-N
CHEMBL7010,FENCAMFAMIN,FENCAMFAMIN|N06BA06,Small molecule,0,215.34,3,4,3.18,12.03,1,1,0,3,N,0.82,None,10.56,3.21,0.31,1,MOL,0,16,1,1,0,215.1674,BASE,C15H21N,CCNC1C2CCC(C2)C1c1ccccc1,IKFBPFGUINLYQI-UHFFFAOYSA-N
CHEMBL3833325,CARBASPIRIN CALCIUM,CALCIUM CARBASPIRIN|CARBASALATE CALCIUM|CARBASPIRIN CALCIUM,Small molecule,0,458.44,,,None,None,None,None,None,None,None,None,None,None,None,None,None,MOL,0,None,None,None,None,420.1169,None,C19H18CaN2O9,CC(=O)Oc1ccccc1C(=O)[O-].CC(=O)Oc1ccccc1C(=O)[O-].NC(N)=O.[Ca+2],VYMUGTALCSPLDM-UHFFFAOYSA-L
CHEMBL479,THIORIDAZINE,DL-THIORIDAZINE|MELLARIL-S|MELLERETTE|MELLERIL|Mellaril|NOVORIDAZINE|RIDERIL|SONAPAX|THIORIDAZINE|THIORIDAZINE PROLONGATUM|THIORIL|TP-21,Small molecule,4,370.59,215,2638,5.89,6.48,4,0,1,4,N,0.62,None,8.93,5.47,3.93,2,MOL,0,25,2,0,1,370.1537,BASE,C21H26N2S2,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,KLBQZWRITKRQQV-UHFFFAOYSA-N
CHEMBL967,TEMAZEPAM,(RS)-TEMAZEPAM|KENTEPAM|NORMISON|NSC-246303|Restoril|TEMAZ|TEMAZEPAM|TEMAZEPAM CIV|WY-3917,Small molecule,4,300.75,19,79,2.47,52.9,3,1,0,1,N,0.88,10.68,None,2.79,2.79,2,MOL,0,21,4,1,0,300.0666,NEUTRAL,C16H13ClN2O2,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,SEQDDYPDSLOBDC-UHFFFAOYSA-N
CHEMBL485253,METHYSERGIDE,DESERIL|METHYSERGIDE,Small molecule,4,353.47,38,92,1.94,57.5,4,2,0,4,N,0.88,None,7.83,1.82,1.25,2,MOL,0,26,5,2,0,353.2103,NEUTRAL,C21H27N3O2,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,KPJZHOPZRAFDTN-NQUBZZJWSA-N
CHEMBL1410743,PARALDEHYDE,"2,4,6-TRIMETHYL-S-TRIOXANE|FEMA NO. 4010|NSC-9799|PARACETALDEHYDE|PARALDEHYDE|PARALDEHYDE CIV|Paral|Paraldehyde",Small molecule,4,132.16,6,16,1.09,27.69,3,0,0,0,Y,0.49,None,None,0.88,0.88,0,MOL,0,9,3,0,0,132.0786,NEUTRAL,C6H12O3,CC1OC(C)OC(C)O1,SQYNKIJPMDEDEG-UHFFFAOYSA-N
CHEMBL107360,QUINUPRAMINE,QUINUPRAMINE,Small molecule,0,304.44,2,4,4.02,6.48,2,0,0,1,N,0.79,None,8.71,4.58,3.24,2,MOL,0,23,2,0,0,304.1939,BASE,C21H24N2,c1ccc2c(c1)CCc1ccccc1N2C1CN2CCC1CC2,JCBQCKFFSPGEDY-UHFFFAOYSA-N
CHEMBL708,ZIPRASIDONE,CP-88059|Geodon|ZIPRADON|ZIPRASIDONE|Ziprasidone,Small molecule,4,412.95,64,264,3.81,48.47,5,1,0,4,N,0.71,12.21,7.09,4.3,4.13,3,MOL,0,28,5,1,0,412.1125,NEUTRAL,C21H21ClN4OS,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,MVWVFYHBGMAFLY-UHFFFAOYSA-N
CHEMBL40,PHENOBARBITAL,Eskabarb|Luminal|NSC-128143|NSC-128143-|NSC-9848|Noptil|PHENEMAL|PHENOBARBITAL|PHENOBARBITAL CIV|PHENYLETHYLMALONYLUREA|Phenobarbital|Phenobarbitone|Solfoton|Talpheno,Small molecule,4,232.24,155,3270,0.7,75.27,3,2,0,2,N,0.74,7.14,None,1.41,0.96,1,MOL,0,17,5,2,0,232.0848,NEUTRAL,C12H12N2O3,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,DDBREPKUVSBGFI-UHFFFAOYSA-N
CHEMBL1068,OXCARBAZEPINE,GP-47680|KIN-493|NSC-758693|OXCARBAMAZEPINE|OXCARBAZEPINE|OXTELLAR XR|SPN-804|Trileptal,Small molecule,4,252.27,152,789,2.64,63.4,2,1,0,0,N,0.78,13.18,None,1.82,1.82,2,MOL,0,19,4,2,0,252.0899,NEUTRAL,C15H12N2O2,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CTRLABGOLIVAIY-UHFFFAOYSA-N
CHEMBL2106627,DIACETYLMORPHINE HYDROCHLORIDE,DIACETYLMORPHINE HCL|DIACETYLMORPHINE HYDROCHLORIDE|DIACETYLMORPHINE HYDROCHLORIDE CI|DIAMORPHINE|DIAMORPHINE HYDROCHLORIDE|HEROIN HYDROCHLORIDE|NSC-302357,Small molecule,4,405.88,1,1,1.99,65.07,6,0,0,2,N,0.45,None,9.1,1.55,-0.15,1,MOL,0,27,6,0,0,369.1576,BASE,C21H24ClNO5,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314.Cl,FZJYQGFGNHGSFX-PVQKIFDLSA-N
CHEMBL278172,BENZOCAINE,AEZODENT|ANAESTHESIN|ANTHISAN PLUS|AR-01|AR01|Americaine|BENZOCAINE|BENZOCAINUM|BURNEZE|Baby Anbesol|CHILDREN'S CHLORASEPTIC|DEQUACAINE|ETHYL AMINOBENZOATE|ETHYL P-AMINOBENZOATE|ETHYL PABA|FLAVAMED|LANACANE|MEDILAVE|NESTOSYL|NORCAINE|NSC-41531|NSC-4688|ORAJEL|PARATHESIN|PARATHESINE|SUBCUTIN|TYROSOLVEN|TYROZETS,Small molecule,4,165.19,128,592,1.45,52.32,3,1,0,2,Y,0.53,None,2.78,1.5,1.5,1,MOL,0,12,3,2,0,165.079,NEUTRAL,C9H11NO2,CCOC(=O)c1ccc(N)cc1,BLFLLBZGZJTVJG-UHFFFAOYSA-N
CHEMBL629,AMITRIPTYLINE,AMITRIPTYLINE|Amitid|Amitril|Amitriptyline|DAMITRIPTYLINE|Elavil|Endep|Etrafon-A|Etrafon-Forte|FLAVYL|LAROXYL|Limbitrol|PROHEPTADIENE|SEROTEN|TRIPTANOL,Small molecule,4,277.41,190,2585,4.17,3.24,1,0,0,3,N,0.81,None,9.76,4.81,2.48,2,MOL,0,21,1,0,0,277.183,BASE,C20H23N,CN(C)CCC=C1c2ccccc2CCc2ccccc21,KRMDCWKBEZIMAB-UHFFFAOYSA-N
CHEMBL71,CHLORPROMAZINE,AMINAZINE|CHLORPROMAZINE|CHLORPROMAZINE HIBENZATE|CHLORPROMAZINE PHENOLPHTHALINATE|CHLORPROMAZINE TANNATE|CHLORPROMAZINUM|Chlorpromazine|ESMIND|Elmarin|FENACTIL|J2.794D|LARGACTILOTHIAZINE|Largactil|Megaphen|NOVOMAZINA|NSC-167745|NSC-226514|PROPAPHENIN|SANOPRON|SKF-2601A|Sonazine|Thorazine|WINTERMIN,Small molecule,4,318.87,267,3185,4.89,6.48,3,0,0,4,N,0.79,None,9.2,4.54,2.74,2,MOL,0,21,2,0,0,318.0957,BASE,C17H19ClN2S,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,ZPEIMTDSQAKGNT-UHFFFAOYSA-N
